Inspection ID,No Violation Found,City Do It,Owner Will Do It,Capital Project Conflict Flag,Cancel,Inspection Date,Is 311 Inspection,Pickup Sidewalk,Curb311,Pickup curb,Other,Correspondence,Damage ID,Damage Type Code
102324,1,0,0,0,0,07-05-2010,0,0,0,0,0,0,5,NS
894,1,0,0,0,0,18-06-1998,0,0,0,0,0,0,5,NS
166480,0,0,0,0,0,19-09-2012,0,1,0,0,0,0,5,NS
356699,0,0,0,0,0,05-05-2023,0,1,0,0,0,0,1,AT
82076,1,0,0,0,0,29-05-2008,0,0,0,0,0,0,5,NS
22460,0,1,0,0,0,,0,0,0,0,0,0,5,NS
125286,0,0,0,0,0,18-10-2011,1,0,0,0,0,0,5,NS
286011,1,0,0,0,0,20-02-2019,0,1,0,0,0,0,5,NS
177231,0,0,0,0,0,22-05-2013,0,1,0,0,0,0,5,NS
302297,0,0,0,0,0,,0,0,0,0,0,0,5,NS
335697,0,0,0,0,0,22-04-2022,0,1,0,0,0,0,3,NT
270136,0,0,0,0,0,13-04-2018,0,1,0,0,0,0,5,NS
313926,0,0,0,0,0,17-08-2020,1,0,0,0,1,0,5,NS
354024,0,0,0,0,0,27-03-2023,0,1,0,0,0,0,1,AT
92749,0,0,0,0,0,10-06-2009,0,0,0,0,0,0,5,NS
124690,0,0,0,0,0,,0,0,0,0,0,0,5,NS
87038,0,0,0,0,0,28-10-2008,0,0,0,0,0,0,5,NS
46593,0,0,0,0,0,,0,0,0,0,0,0,5,NS
160257,0,0,0,0,0,19-07-2012,1,0,0,0,0,0,5,NS
188682,1,0,0,0,0,11-04-2014,0,1,0,0,0,0,5,NS
178424,1,0,0,0,0,24-07-2013,1,0,0,0,0,0,5,NS
219652,0,0,0,0,0,,0,0,0,0,0,0,5,NS
168201,0,0,0,0,0,04-10-2012,0,1,0,0,0,0,5,NS
254975,0,0,0,0,0,02-08-2017,1,0,0,0,0,0,5,NS
212338,0,0,0,0,0,29-10-2015,0,0,1,0,0,0,5,NS
310406,0,0,0,0,0,08-02-2020,1,0,0,0,0,0,5,NS
208510,0,0,0,0,0,04-08-2015,0,1,0,0,0,0,5,NS
327202,0,0,0,0,0,,0,0,0,0,0,0,5,NS
131281,0,0,0,0,0,12-08-2011,0,1,0,0,0,0,5,NS
95132,0,0,0,0,0,26-08-2009,0,0,0,0,0,0,5,NS
28557,0,0,0,0,0,,0,0,0,0,0,0,5,NS
353718,0,0,0,0,0,22-02-2023,1,0,0,0,0,0,3,NT
114457,1,0,0,0,0,26-08-2010,0,0,0,0,0,0,5,NS
67252,0,0,0,0,0,20-04-2006,0,0,0,0,0,0,5,NS
151997,1,0,0,0,0,18-04-2012,1,0,0,0,0,0,5,NS
169169,1,0,0,0,0,02-10-2012,0,1,0,0,0,0,5,NS
4525,1,0,0,0,0,13-04-1998,0,0,0,0,0,0,5,NS
51962,0,0,1,0,0,,0,0,0,0,0,0,5,NS
248921,0,0,0,0,0,13-06-2017,0,1,0,0,0,0,5,NS
146740,0,0,0,0,0,13-01-2012,0,0,0,1,0,0,5,NS
292078,0,0,0,0,0,14-05-2019,1,0,0,0,0,0,5,NS
291855,1,0,0,0,0,10-05-2019,0,1,0,0,0,0,5,NS
357250,0,0,0,0,0,17-05-2023,0,1,0,0,0,0,3,NT
14919,0,0,0,0,0,25-11-1995,0,0,0,0,0,0,5,NS
77520,0,0,0,0,0,23-10-2007,1,0,0,0,0,0,5,NS
304041,0,0,0,0,0,19-10-2019,0,0,0,1,1,0,5,NS
195042,0,0,0,0,0,,0,0,0,0,0,0,5,NS
53177,0,0,0,0,0,20-11-2000,0,0,0,0,0,0,5,NS
345057,0,0,0,0,0,30-09-2022,0,1,0,0,1,0,3,NT
254009,0,0,0,0,0,02-08-2017,1,0,0,0,0,0,5,NS
315214,0,0,0,0,0,02-11-2020,0,0,0,1,0,0,5,NS
284742,0,0,0,0,0,,0,0,0,0,0,0,5,NS
254246,0,0,0,0,0,09-08-2017,0,1,0,0,0,0,5,NS
95397,0,0,0,0,0,25-08-2009,0,0,0,0,0,0,5,NS
45824,0,0,0,0,0,12-03-2002,0,0,0,0,0,0,5,NS
17601,0,0,0,0,0,17-08-2000,0,0,0,0,0,0,5,NS
173306,0,0,0,0,0,10-04-2013,1,0,0,0,1,0,5,NS
108848,0,0,0,0,0,01-07-2010,0,0,0,0,0,0,5,NS
342316,0,0,0,0,0,25-08-2022,0,1,0,0,0,0,6,NL
248419,0,0,0,0,0,07-06-2017,0,1,0,0,0,0,5,NS
218358,0,0,0,0,0,10-05-2016,1,0,0,0,0,0,5,NS
20092,0,0,0,0,0,29-09-1998,0,0,0,0,0,0,5,NS
123279,1,0,0,0,0,11-03-2011,0,1,0,0,0,0,5,NS
83102,0,0,0,0,0,01-07-2008,0,0,0,0,0,0,5,NS
73864,0,0,0,0,0,,0,0,0,0,0,0,5,NS
31220,1,0,0,0,0,15-06-1998,0,0,0,0,0,0,5,NS
260404,1,0,0,0,0,14-10-2017,0,1,0,0,0,0,5,NS
132995,0,0,0,0,0,,0,0,0,0,0,0,5,NS
284011,0,0,0,0,0,27-12-2018,1,0,0,0,0,0,5,NS
17611,0,0,0,0,0,18-08-2000,0,0,0,0,0,0,5,NS
174684,1,0,0,0,0,25-04-2013,0,1,0,0,0,0,5,NS
299257,1,0,0,0,0,08-07-2019,0,0,0,0,0,0,5,NS
168164,0,0,0,0,0,24-10-2012,1,0,0,0,0,0,5,NS
94057,0,0,0,0,0,14-07-2009,0,0,0,0,0,0,5,NS
191386,0,0,0,0,0,05-05-2015,0,0,0,0,0,0,5,NS
97180,0,0,0,0,0,,0,0,0,0,0,0,5,NS
304550,1,0,0,0,0,23-10-2019,0,1,0,0,1,0,5,NS
244673,0,0,0,0,0,,0,0,0,0,0,0,5,NS
371560,0,0,0,0,0,12-02-2024,0,1,0,0,0,0,6,NL
131263,0,0,0,0,0,11-08-2011,1,0,0,0,0,0,5,NS
136084,0,0,0,0,0,27-09-2011,0,1,0,0,0,0,5,NS
372567,0,0,0,0,0,,0,0,0,0,0,0,6,NL
215658,1,0,0,0,0,20-01-2016,0,0,0,0,0,0,5,NS
199722,1,0,0,0,0,25-11-2014,0,1,0,0,0,0,5,NS
365978,0,0,0,0,0,19-10-2023,0,1,0,0,0,0,3,NT
147416,1,0,0,0,0,23-02-2012,0,0,0,0,0,0,5,NS
6704,0,0,0,0,0,,0,0,0,0,0,0,5,NS
361875,1,0,0,0,0,11-08-2023,1,0,0,0,0,0,3,NT
245947,1,0,0,0,0,04-05-2017,0,1,0,0,0,0,5,NS
196057,1,0,0,0,0,13-09-2014,0,1,0,0,0,0,5,NS
290103,0,0,0,0,0,24-04-2019,0,0,1,0,0,0,5,NS
32179,0,0,0,0,1,07-02-2008,0,0,0,0,0,0,5,NS
29678,0,0,0,0,0,,0,0,0,0,0,0,5,NS
58640,0,0,0,0,0,21-09-1996,0,0,0,0,0,0,5,NS
370966,0,0,0,0,0,26-01-2024,0,0,1,0,0,0,3,NT
116699,0,0,0,0,0,17-09-2010,0,0,0,1,0,0,5,NS
118894,1,0,0,0,0,13-10-2010,0,0,0,0,0,0,5,NS
161327,1,0,0,0,0,24-07-2012,0,1,0,0,0,0,5,NS
205341,1,0,0,0,0,12-06-2015,0,1,0,0,0,0,5,NS
385101,0,0,0,0,0,24-10-2021,0,1,0,0,0,0,1,AT
110856,1,0,0,0,0,29-07-2010,0,0,0,0,0,0,5,NS
6185,0,0,0,0,0,03-01-1997,0,0,0,0,0,0,5,NS
356713,0,0,0,0,0,28-04-2022,0,1,0,0,0,0,1,AT
152489,0,0,0,0,0,24-04-2012,0,1,0,0,0,0,5,NS
228925,1,0,0,0,0,12-07-2016,1,0,0,0,0,0,5,NS
47922,1,0,0,0,0,21-08-1996,0,0,0,0,0,0,5,NS
32992,1,0,0,0,0,08-06-1998,0,0,0,0,0,0,5,NS
124046,0,0,0,0,0,,0,0,0,0,0,0,5,NS
115281,0,0,0,0,0,31-08-2010,0,0,0,0,0,0,5,NS
29675,0,0,0,1,1,,0,0,0,0,0,0,5,NS
299746,0,0,0,0,0,14-08-2019,0,1,0,0,0,0,5,NS
180578,0,0,0,0,0,04-09-2013,0,0,1,0,0,0,5,NS
130158,0,0,0,0,0,20-07-2011,0,0,0,0,0,1,5,NS
53150,0,0,0,0,0,11-06-1999,0,0,0,0,0,0,5,NS
29506,0,0,0,0,0,,0,0,0,0,0,0,5,NS
370623,0,0,0,0,0,26-09-2023,0,0,0,1,0,0,6,NL
148775,0,0,0,0,0,07-03-2012,1,0,0,0,0,0,5,NS
179090,0,0,0,0,0,25-07-2013,1,0,0,0,0,0,5,NS
260309,0,0,0,0,0,19-10-2017,0,1,0,0,0,0,5,NS
66646,1,0,0,0,0,15-10-2005,0,0,0,0,0,0,5,NS
245603,0,0,0,0,0,27-04-2017,0,0,0,1,0,0,5,NS
212195,0,0,0,0,0,23-10-2015,1,0,0,0,0,0,5,NS
363729,1,0,0,0,0,18-09-2023,0,1,0,0,0,0,4,ND
153229,1,0,0,0,0,04-05-2012,0,1,0,0,0,0,5,NS
176006,0,0,0,0,0,08-06-2013,0,0,0,1,0,0,5,NS
252307,0,0,0,0,0,18-07-2017,0,1,0,0,0,0,5,NS
338220,0,0,0,0,0,15-06-2022,0,1,0,0,0,0,2,PT
50636,0,0,0,0,0,14-09-1999,0,0,0,0,0,0,5,NS
286009,1,0,0,0,0,20-02-2019,0,1,0,0,0,0,5,NS
293940,0,0,0,0,0,14-05-2019,0,1,0,0,0,0,5,NS
209357,1,0,0,0,0,28-08-2015,1,0,0,0,0,0,5,NS
132742,0,0,0,0,0,20-03-2013,0,1,0,0,0,0,5,NS
273960,0,0,0,0,0,13-06-2018,0,1,0,0,0,0,5,NS
250785,0,0,0,0,0,29-06-2017,0,1,0,0,0,0,5,NS
7595,0,0,0,0,0,26-02-1996,0,0,0,0,0,0,5,NS
191088,0,0,0,0,0,22-05-2014,0,1,0,0,1,0,5,NS
214937,0,0,0,0,0,14-01-2016,1,0,0,0,0,0,5,NS
266401,0,0,0,0,0,01-02-2018,0,0,0,1,0,0,5,NS
112213,0,0,0,0,0,14-08-2010,0,0,0,0,0,0,5,NS
180686,1,0,0,0,0,09-09-2013,0,0,1,0,1,0,5,NS
262470,1,0,0,0,0,17-11-2017,0,0,0,1,0,0,5,NS
315737,0,0,0,0,0,,0,0,0,0,0,0,5,NS
199794,0,0,0,0,0,22-11-2014,0,1,0,0,0,0,5,NS
39325,0,0,0,0,0,06-10-1999,0,0,0,0,0,0,5,NS
317361,0,0,0,0,0,23-12-2020,0,1,0,0,1,0,5,NS
253125,0,0,0,0,0,28-07-2017,0,0,1,0,0,0,5,NS
310579,0,0,0,0,0,,0,0,0,0,0,0,5,NS
138078,0,0,0,0,0,26-10-2011,1,0,0,0,0,0,5,NS
373349,0,0,0,0,0,08-03-2024,0,1,0,0,0,0,1,AT
100615,0,0,0,0,0,27-04-2010,0,0,0,0,0,0,5,NS
67203,0,0,0,0,0,,0,0,0,0,0,0,5,NS
158182,0,0,0,0,0,,0,0,0,0,0,0,5,NS
254914,0,0,0,0,0,17-08-2017,1,0,0,0,0,0,5,NS
21344,1,0,0,0,0,12-10-1999,0,0,0,0,0,0,5,NS
101669,1,0,0,0,0,21-04-2010,0,0,0,0,0,0,5,NS
185218,0,0,0,0,0,,0,0,0,0,0,0,5,NS
286622,0,0,0,0,0,08-03-2019,0,1,0,0,0,0,5,NS
55170,1,0,0,0,0,17-10-2003,0,0,0,0,0,0,5,NS
143548,0,0,0,0,0,15-12-2011,0,1,0,0,0,0,5,NS
356721,0,0,0,0,0,04-05-2023,1,0,0,0,0,0,4,ND
248578,1,0,0,0,0,09-06-2017,0,1,0,0,0,0,5,NS
8145,0,0,0,0,1,,0,0,0,0,0,0,5,NS
42111,0,0,0,0,0,01-08-1995,0,0,0,0,0,0,5,NS
110689,1,0,0,0,0,21-07-2010,0,0,0,0,0,0,5,NS
239273,0,0,0,0,0,23-12-2016,0,1,0,0,0,0,5,NS
103909,1,0,0,0,0,13-05-2010,0,0,0,0,0,0,5,NS
54292,1,0,0,0,0,21-08-1998,0,0,0,0,0,0,5,NS
158724,0,0,0,0,0,28-06-2012,0,1,0,0,0,0,5,NS
25096,1,0,0,0,0,02-06-1999,0,0,0,0,0,0,5,NS
29258,0,0,0,0,0,23-05-1995,0,0,0,0,0,0,5,NS
273659,0,0,0,0,0,13-06-2018,0,1,0,0,0,0,5,NS
344456,0,0,0,0,0,22-09-2022,0,0,1,0,0,0,1,AT
329916,0,0,0,0,0,23-11-2021,0,1,0,0,0,0,2,PT
144103,0,0,0,0,0,15-12-2011,0,0,0,1,0,0,5,NS
128604,0,0,0,0,0,,0,0,0,0,0,0,5,NS
118015,1,0,0,0,0,28-09-2010,0,0,0,0,0,0,5,NS
307216,0,0,0,0,0,,0,0,0,0,0,0,5,NS
139824,0,0,0,0,0,06-10-2011,0,1,0,0,0,0,5,NS
240947,1,0,0,0,0,11-01-2017,0,1,0,0,0,0,5,NS
103471,0,0,0,0,0,20-05-2010,0,0,0,0,1,0,5,NS
270668,0,0,0,0,0,06-08-2011,1,0,0,0,0,0,5,NS
81221,0,0,0,0,0,10-04-2008,0,0,0,0,0,0,5,NS
8639,0,0,0,0,0,12-10-1996,0,0,0,0,0,0,5,NS
359890,0,0,0,0,0,23-06-2023,0,1,0,0,0,0,1,AT
204018,0,0,0,0,0,15-05-2015,0,1,0,0,0,0,5,NS
40564,1,0,0,0,0,03-08-2001,0,0,0,0,0,0,5,NS
244233,0,0,0,0,0,,1,0,0,0,0,0,5,NS
21152,0,0,0,0,0,,0,0,0,0,0,0,5,NS
3014,0,0,1,0,0,,0,0,0,0,0,0,5,NS
195625,0,0,0,0,0,29-10-2014,1,0,0,0,0,0,5,NS
15897,0,0,0,0,0,30-04-2010,0,0,0,0,0,0,5,NS
171236,0,0,0,0,0,,0,0,0,0,0,0,5,NS
354089,0,0,0,0,0,21-03-2023,0,1,0,0,0,0,1,AT
68412,1,0,0,0,0,16-08-2006,0,0,0,0,0,0,5,NS
193824,0,0,0,0,0,16-07-2014,0,0,1,0,1,0,5,NS
334966,0,0,0,0,0,01-04-2022,0,1,0,0,0,0,3,NT
313519,0,0,0,0,0,,0,0,0,0,0,0,5,NS
